0;RT @CommuterBoston: ACCIDENT (Wellesley, MA): RT-9 East near Cedar St - involving a motorcycle and a car - possible lane restrictions;YES
1;RT @CommuterBoston: ACCIDENT: I-290 East before I-495 (Exit #26) - 2-car accident with possible lane blockages;YES
1306;Try too kill the ball and i kill the club.... rip $500 driver http://t.co/0MbRCIrCeT;NO;
1307;RT @alex_faust: BFD fire boat salute for Pan Mass riders. Very cool. #PMC2014 http://t.co/2l4pWUvhxr;NO;
1308;I think instead of the Elephant on fire. EG''s botlane rather Krepo is on fire today! #LCS @lolesports;NO;
1309;RT @wundab: RT @AKGrands: Just got the call my girl died in a car crash, remember her in your prayers please 💔🙏;YES
1310;@AustinMahone I''m dead I''m crying I''m dead;NO;
1311;Twitter asked if I was ready for sensitive content in a photo of car bumper stickers, then showed me a dead child in my timeline, no warning;NO;
1312;Hey, stop posting photos of your Coke bottles. Coke''s a global corporation that doesn''t give a shit about you. Stop being a Coke commercial.;NO;
1313;If you add $20 to your bus pass and your not buying a weekly you should die. Right now. Kill yourself. Bye.;NO;
1314;Opened report via Android at 288 Columbia Rd Dorchester http://t.co/HLSR9DOsbN. Police still allow drinking at this park.;NO;
1315;RT @citizensconnect: Opened report via Android at 288 Columbia Rd Dorchester http://t.co/HLSR9DOsbN. Police still allow drinking at this pa…;NO;
1316;@Miss_Andi @TheRealJoshPaul I''m too worried about missing the damn ferry in the morning or being the car w/2 wheels on as it pulls away! 😄🚢🚘;NO;
1317;# San Bernardino County Fire Department on scene of a flash flood rescue in Forest Falls, Calif. several people r... http://t.co/9rpX5EZEoi;YES
1318;I really do love that I have a boat that was designed and built before the accountants got involved in boat building. #CapeDory;NO;
1319;Went into a smoke shop yesterday for shits and regretted it when i walked into a cloud of miscellaneous scents and thick smoke;NO;
1320;Results from Reverse kit. #sun damage can cause so much damage. Take care of your #skin. #skincare http://t.co/1Ry43YFhaf;NO;
1321;Note to self: don''t leave craft beer in your trunk during the summer. It will explode and the stench will never leave your car.;NO;
1322;RT @Gr8SkinRules: Results from Reverse kit. #sun damage can cause so much damage. Take care of your #skin. #skincare http://t.co/1Ry43YFhaf;NO;
1323;Bands break up. It happens. But why did it have to happen to GnR after The Spaghetti Incident dammit? Couldnta left it at Use Your Illusion?;NO;
1324;Any girl with a Monster energy drink or a boat in their pic is an auto swipe right;NO;
1325;he claims he will stick his fingers in his ears until he starts poking his brain causing brain damage thus crashing the car and ending song;NO;
1326;@anxietylucas @sugarbabyniall #unfollowed #blocked #reported;NO;
1327;RT @rosepetalirwin: @anxietylucas @sugarbabyniall #unfollowed #blocked #reported;NO;
1328;#Job #Boston LOOKING FOR AUTO DETAILER ...TOP $$$$...Se habla Espanol (NORTH SHORE): Independent car store loo... http://t.co/yT6po2xXwB;NO;
1329;#Boston #Jobs LOOKING FOR AUTO DETAILER ...TOP $$$$...Se habla Espanol (NORTH SHORE): Independent car store lo... http://t.co/9JlifUdtXP;NO;
1330;Here''s the key: Prog fascists are safe b/c air cover MSM. MSM can air cover because the rest of us are pussies. Where''s OUR CALL TO ACTION?;NO;
1331;# redsox # yankees #aclea http://t.co/ftDUUTPIJf;NO;
1332;#Boston #News Rochester Police Investigating Series Of Armed Robberies: ROCHESTER, N.H. (CBS) – Police are inv... http://t.co/RVP85Gmhiz;YES
1333;Rochester Police Investigating Series Of Armed Robberies: ROCHESTER, N.H. (CBS) – Police are investigating a... http://t.co/Cz1lQQ5Z09;YES
1334;Medford MA: 3 car mva on 93n, vehicle disabled middle lane, 2 in right BDL. Unknown injuries @NEFirebuff http://t.co/69tbUoNAMl;YES
1335;@ZachLowe_NBA The Rock in club scene in The Rundown or Benny Del Toro & Philippe in parking lot scene in Way of the Gun;NO;
1336;RT @miratim: Medford MA: 3 car mva on 93n, vehicle disabled middle lane, 2 in right BDL. Unknown injuries @NEFirebuff http://t.co/69tbUoNAMl;YES
1337;Maine-Nova Scotia ferry service returns with souped-up boat, thrilling fans, but it''s facing cash crunch http://t.co/npIVCDeUyG via @WSJ;NO;
1338;Fire 🔥🔥🔥#luckstars #eua #fire #fogueira #fogo @ 🎥Youtube LuckStarsbyJosi ✨ http://t.co/gO0l2GoD43;NO;
1339;Sitting in my car for 10 mins in park with the car off & I come to find out @angelarose88 has been buckled in the whole time #safetyfirst;NO;
1340;Clay Bucholz adding fuel to my hate fire;NO;
1341;Fascinating article @FT about need for gas in European electricity markets citing research done @TheSmithSchool http://t.co/sQaCfAXHOK;NO;
1342;If you own an electric car, the price you''re paying for electricity is equivalent to about 75 cents per gallon: http://t.co/mztK444XYY;NO;
1343;Lol if u smoke with me don''t let me use your lighter 😂😂😂 I come home everyday with a new one http://t.co/44TVZfJsYu;NO;
1344;RT @1YoungCartel: Lol if u smoke with me don''t let me use your lighter 😂😂😂 I come home everyday with a new one http://t.co/44TVZfJsYu;NO;
1345;Catch you in traffic let that thing burn like Usher;NO;
1346;Why Your Next New Car Should Be a Used One  http://t.co/iRegMdMxjX (Consider buying a slightly used car or  new car that''s last yr''s model.);NO;
1347;The area in #Burlington ON where the bridge accident was is a scene out of my nightmares.;YES
1348;Standing in the middle of the road is very dangerous you get knocked down by the traffic from both sides. ~~~ Margaret Thatcher;NO;
1349;More talented kids stop playing a sport because of bad coaches than any injury could ever compare. They can make or break a kids career.;NO;
1350;“@5SOS_Update: I wasted gas and polluted the air just to listen to the 5sos album in my car amazing” same though;NO;
1351;IS THIS A ROAD BLOCK IN YOUR LIFE??: http://t.co/y00wwkCtnw via @YouTube;NO;
1352;Watching live #phish from the road ॐ  while I''m on the road, and only have my iPhone for net-access, makes me one #happy #camper!! #tentlife;NO;
1353;Joe Cronin in Fatal Car Crash while Uploading Video: http://t.co/P3oFYOFBpS via @YouTube;YES
1354;RT @JoeCroninSHOW: Joe Cronin in Fatal Car Crash while Uploading Video: http://t.co/P3oFYOFBpS via @YouTube;YES
1355;Hmmm. RT @jrhockeywriter: When theres smoke theres fire RT @bchockeyblog1: So to clear it up.....BC fully expects Milano to arrive in fall;NO;
1356;@TheBlackNerd Oh god. Kill la Kill was more modest than this.;NO;
1357;Duduk lebih dari 7 jam sehari berisiko depresi 47 persen lebih tinggi dibandingkan yang hanya duduk 4 jam sehari. [HuffingtonPost];NO;
1358;Prius car is a soccer mom zipping to get there kids, and this is a gramma car lost at night confused;NO;
1359;A 5 hour car ride turned into an 8 hour car ride. #homesweethome;NO;
1360;Opened report via iPhone at 2–28 Dalrymple St http://t.co/YrzBvXspMg. Tree growing through/almost leaning on electrical wires -- in fron...;NO;
1361;You don''t have to #Die to be #Dead to me I have #Mental #Funerals on a daily basis .... 👿;NO;
1362;Mister Rogers car was stolen, he filed a police report & within 48 hours the car was left in the exact spot where it was taken,+ an apology;NO;
1363;@JCI_Tangsel dipamulang mananya min?? Di family mart?? Dr jam 12 sampe jam brp min??;NO;
1364;For when I meet Jacob I wanna get a Coke that says Share a Coke With Jacob and give it to him;NO;
1365;Photo: I’m watching Halt and Catch Fire 788 others are also watching. Halt and Catch Fire on tvtag http://t.co/b9lBOSZbbT;NO;
1366;THE CLEAN VERSIN GOT ME DEAD. THE COVER ART.;NO;
1367;You may have seen the report a few months ago when electricity prices in Germany actually dropped to zero http://t.co/Ec5mdwz3Jx;NO;
1368;RT @FoodTruckFestNE: The Great Food Truck Race is coming back to TV in Aug. with truck @TheGourmetGrads ,from Providence, RI! http://t.co…;NO;
1369;Stop setting yourself on fire for someone who stays to watch you burn;NO;
1370;Carver Man Charged With Motor Vehicle Homicide Of Halifax Man: CARVER (CBS) – State Police arrested a 26-year-old... http://t.co/c8k3rFbUwz;YES
1371;It''s hard not to kill niggas, it''s like a full time job not to kill niggas.....2_x000D_RT @bostonnewsnow: Head-On Crash Kills Three On NH Highway http://t.co/GVgNbRBpZ3 #boston.2_x000D_Crashing ocean waves, the scent of coconut suntan lotion & the frivolity of summer make me grateful that I''m dead..2_x000D_Muscatine''s financial report earns award - Muscatine Journal: Muscatine''s financial report earns awardMuscatin... http://t.co/b3lirfoHjo.2_x000D_@revierypone burn the train car. the nation will remember you..2_x000D_@Calum5SOS I WILL PERSONALLY BUY YOU A CHOCOLATE BAR OR SOMETHING IF YOU FOLLOW ME OR BLOCK ME OR REPORT ME FOR SPAM CHJFCNDNND💺💺💺💺💺💺💺💺💺💺💺💺💺.2_x000D_RT @CHoffmanBray: Muscatine''s financial report earns award - Muscatine Journal: Muscatine''s financial report earns awardMuscatin... http://….2_x000D_RT @LearnGermanCoac: Questions starting with Wo? = Where? (location) are anwsered with Dative. E.g.: Wo ist die Katze? Die Katze ist ... ht….2_x000D_Incredibly tough break for this #RedSox team, great break by Mookie great contact by Holt, 2 out in the 9th.2_x000D_Survived throwing a 40-person BBQ party in our backyard today. Complete with fire pit and guitar jam session. Guys are still playing poker..2_x000D_#Intern #electrical Fall CoOp INTERN Electrical Engineering: Air Products and Chemicals, In... http://t.co/C11OY3BVfX #Pennsylvania #USA.2_x000D_@onlyanumber wonderful woman in house has called police by now, but the face-tat driver has jumped out of the car and started charging me..2_x000D_I''m scared to smoke a roach cause I don''t wanna burn my finger & niggas out here doing the fire challenge n shit. Drink bleach dickheads 😒😒.3_x000D_Hungry y se le acabo el gas on the chimi truck. Only in boston..2_x000D_Police Searching for Mother After Two-Year-Old Daughter Found Dead http://t.co/E7P7FdY1O8.2_x000D_Obviously getting into a car accident is the way I wanted to end my horrible weekend.2_x000D_Can''t wait for the Latin festival next Sunday , deff wanna see #laindia # Bachata Heights & # ivy queen 🎶🎶🎶.2_x000D_Missing 4-year-old found dead: A 4-year-old boy who went missing while visiting friends died after he was pulled... http://t.co/KKTD07hvWw.2_x000D_“@shamarsanchez: Creeping on someone''s Insta & liking their picture by accident <<<<<< kill me” I hate that 😭😭😭. Just unlike it real quick.2_x000D_RT @DAIRYin_QUEEN: “@shamarsanchez: Creeping on someone''s Insta & liking their picture by accident <<<<<< kill me” I hate that 😭😭😭. Just un….2_x000D_RT @atDevin: I just read a story about someone finding a dead body at a Walmart. HOW EMBARRASING, I''d never be caught dead at a Walmart..2_x000D_MT “@meghanmarkle: if you say vile things about ME based on a character I play, you''re likely getting blocked & reported.People are dumb.;NO;
1372;Seafair 2014 F1 Powerboat Crash http://t.co/KjnuglMRug;YES
1373;@MyInsurance2 A spare tire cover is typically mounted on the back of a vehicle for easy access, and can make the tire changing process much;NO;
1374;Everytime a car pass by with some bump music..;NO;
1375;800 STACK NASUS, MOST DAMAGE DEALT: metallic snake just went 10/8/3 as Nasus on Summoner''s Rift #LeagueOfLegends http://t.co/371oL1cQRv;NO;
1376;#Tesla is going to make charging faster than filling up on gas... by hot swapping the entire underside of your car https://t.co/pfaqA2wyl8;NO;
1377;@ybp__ bruh next time smoke with me I had purp and someother shit and smoke 3 blunts before I saw you;NO;
1378;RT @KingCelest_: @ybp__ bruh next time smoke with me I had purp and someother shit and smoke 3 blunts before I saw you;NO;
1379;Here We Go Again: Cue the smoke and mirrors:The Summer Surge . . .A phalanx of police department pencil pusher... http://t.co/8sJQ4klHcn;NO;
1380;@Rachaellll____ @odogsb13 yeah I''m tryna smoke too I don''t got anything to smoke out of tho;NO;
1381;you cantt have any doubt, doubt is fire and will burn u up till your ash;NO;
1382;BREAKING MT @sparkinson49: Fall River - Ferry St. Car off overpass. 3 w/serious injuries. Photo/recon on scene #7news http://t.co/zL6B8ydyYp;NO;
1383;RT @7News: BREAKING MT @sparkinson49: Fall River - Ferry St. Car off overpass. 3 w/serious injuries. Photo/recon on scene #7news http://t.c…;YES
1384;@awardmagic @spg @sheratonhotels @sheratonbellevu damn auto correct. If I could fix auto correct that''s worth a Nobel prize.;NO;
1385;Slow down ✋ grab the wall, wiggle like your tryma make your ass fall off. Gas pedal Gas pedal !;NO;
1386;Die before they kill you.;NO;
1387;@arianuchis #MiCiudadTuDestino  #Boston Boston Public Gardens, Swan Boat Ride, Duck tour boat ride on the Charles River;NO;
1388;# Official: Around 100 passengers from capsized Bangladesh ferry taken to safety, rescue operation continues no d... http://t.co/AcrvSUc3xN;YES
1389;MEDICAL EMERGENCY: I-93 North after Dascomb Rd (Exit #42) - police and EMS on scene;NO;
1390;RT @CommuterBoston: MEDICAL EMERGENCY: I-93 North after Dascomb Rd (Exit #42) - police and EMS on scene;NO;
1391;ACCIDENT REPORTED: I-93 North near RT-125 (Exit #41) - police investigating;YES
1392;RT @CommuterBoston: ACCIDENT REPORTED: I-93 North near RT-125 (Exit #41) - police investigating;YES
1393;ACCIDENT CONFIRMED: I-93 South before RT-125 (Exit #41) - overturned vehicle blocking one or more lanes - police on scene;YES
1394;RT @CommuterBoston: ACCIDENT CONFIRMED: I-93 South before RT-125 (Exit #41) - overturned vehicle blocking one or more lanes - police on sce…;YES
1395;ACCIDENT UPDATE: the left and center lanes are blocked at this time;YES
1396;RT @CommuterBoston: ACCIDENT UPDATE: the left and center lanes are blocked at this time;YES
1397;ACCIDENT UPDATE: tow truck on scene trying to upright vehicle;YES
1398;RT @CommuterBoston: ACCIDENT UPDATE: tow truck on scene trying to upright vehicle;YES
1399;RT @BostonSailors: I really do love that I have a boat that was designed and built before the accountants got involved in boat building. #C…;NO;
1400;Opened report via iPhone at 1420 Boylston St http://t.co/EMM76rMPsL. This is the 6th time i have reported this issue and i keep getting d...;NO;
1401;Displaced Weymouth residents face $50,000 in damage after house fire http://t.co/ZCNETsXKOm #PatriotLedgerNews;YES
1402;# Dead Island movie still alive - The once thought dead Dead Island movie is alive, according to http://t.co/655Q3wSRyo;NO;
1403;#Boston #News Alleged drunk driver arrested for state police cruiser crash: A suspected drunk driver is under ... http://t.co/uj8mrUUYda;YES
1404;ACCIDENT (Cranston, RI): RT-10 North off-ramp at Reservoir Ave (Exit #2) - ramp closed - police on scene (incorrectly called as I-95 NB);YES
1405;Boat fire hospitalizes 4: http://t.co/jOqpccGjpG;YES
1406;ACCIDENT: I-93 South before RT-110/RT-113 (Exit #46) - 2-car accident with reported injury - left lane blocked;YES
1407;#Boston #News Car falls 30 feet onto railroad tracks: A car fell 30 feet from an overpass in Fall River overni... http://t.co/srLQEMVlvs;YES
1408;RT @CommuterBoston: ACCIDENT: I-93 South before RT-110/RT-113 (Exit #46) - 2-car accident with reported injury - left lane blocked;YES
1409;ACCIDENT: I-495 South at RT-110/Merrimack St (Exit #46) - 2-car accident in the median - police on scene;YES
1410;RT @CommuterBoston: ACCIDENT: I-495 South at RT-110/Merrimack St (Exit #46) - 2-car accident in the median - police on scene;YES
1411;RT @FDChelseaMA: 8/4/14 Inadequate fire staffing in Chelsea leads to delays & will get worse.Fire staffing neededcall @CMJayAsh 617-466-41…;YES
1412;# Assailant attempts to drive tractor into bus in Jerusalem, no casualties reported - @haaretzcom http://t.co/M4HGTyjXoL;YES
1413;# Flappy Bird is back - on Amazon Fire TV - Flappy Bird is back, but only for the http://t.co/5T73Zne8gl;NO;
1414;1 dead after house fire: http://t.co/PdjREqQQmD;YES
1415;Exclusive Report: The Science of Email 2014 http://t.co/PTMz9EVt3F http://t.co/KdTKI4ZnJG;NO;
1416;RT @HubSpot: Exclusive Report: The Science of Email 2014 http://t.co/PTMz9EVt3F http://t.co/KdTKI4ZnJG;NO;
1417;Been awake for two hours. Stuck in traffic 30 minutes in to our 7 hour car ride. Marylous is a must.;NO;
1418;Now I''m happier than ever I''m glad . . More fuel for the fire 🔥🙌;NO;
1419;ACCIDENT: RT-3 North before Union St (Exit #17) - 3-car accident with possible lane restrictions;YES
1420;RT @CommuterBoston: ACCIDENT: RT-3 North before Union St (Exit #17) - 3-car accident with possible lane restrictions;YES
1421;ACCIDENT: I-195 West before RT-240 (Exit #18) - car into the woods - possible lane restrictions;YES
1422;ACCIDENT REPORTED (Somerville, MA): RT-16 West before Broadway - report of a 1-car accident near Dilboy Field - police investigating;YES
1423;RT @CommuterBoston: ACCIDENT: I-195 West before RT-240 (Exit #18) - car into the woods - possible lane restrictions;YES
1424;RT @CommuterBoston: ACCIDENT REPORTED (Somerville, MA): RT-16 West before Broadway - report of a 1-car accident near Dilboy Field - police …;YES
1425;The new Bing Maps car drove by my house and I looked for the Google maps car in follows thinking Google was recording this for time hop;NO;
1426;#News #Boston 2 injured when car crashes off Fall River overpass: Fall River police are investigating a late-n... http://t.co/y7EgMxuv7P;YES
1427;2 injured when car crashes off Fall River overpass: FALL RIVER  — Fall River police are investigating a... http://t.co/29rr9abF0R;YES
1428;Man charged in fatal Massachusetts crash: CARVER  — State police say a 26-year-old man has turned himself in and... http://t.co/vYKuCvE01I;YES
1429;Someone better be dead for the amount of traffic I''m in😡;NO;
1430;Insight on how reporters cover tragedy. RT @nytimes: A NYT reporter recalls the horror of the Flight 17 crash site http://t.co/gStaBFNmiB;YES
1431;Left my phone in the car all weekend. still managed to break it. $Saco $PhonelessJoeJackson;NO;
1432;#business #leaders Schedule a 15-Minute Break Before You Burn Out: When you’re racing 90 miles an hour, the la... http://t.co/5TNbB0TpAd;NO;
1433;@andersoncooper HAMAS WANTS TO KILL ALL JEWISH PEOPLE,THEY DONT CARE HOW THEY DO IT, LIKE I SAID THEY KILL THE CITIZENS OF THE GAZA STRIP;NO;
1434;Two injured when car falls 30 to 40 feet from a Fall River overpass onto railroad tracks, police said: http://t.co/V4pDGxaqjB;YES
1435;RT @BostonDotCom: Two injured when car falls 30 to 40 feet from a Fall River overpass onto railroad tracks, police said: http://t.co/V4pDGx…;YES
1436;#Boston #News 2 Hurt When Car Crashes Off Fall River Overpass: FALL RIVER, Mass. (AP) — Fall River police are ... http://t.co/qNrLezsOjh;YES
1437;#ICYMI: Our sit down with Brockton''s Police Chief. He''s back on the job after a serious crash: http://t.co/PKc3zyulML … @necn @MayorBillCarp;YES
1438;What''s the use of being a rich kid with a luxury car when you''re stuck in Taft Ave. traffic -_-;NO;
1439;Police: Intoxicated man struck by vehicle http://t.co/KTTdvzKszX;YES
1440;# Exclusive FIFA 15 Interview With Futhead and Community Manager ChuBoi http://t.co/o1XiYhAHMv;NO;
1441;# Dead or Alive 5''s Bath and Bedtime DLC could be its creepiest yet http://t.co/yyG0xPNUnc;NO;
1442;ACCIDENT: I-90 (Mass Pike) East before Newton/Watertown (Exit #17) - 2-car accident - left lane blocked;YES
1443;#Insurance #Job alert: Field Auto Damage Appraiser – Metro Bos... | Liberty Mutual Insurance | #Boston, MA http://t.co/V3W7c6cONp;NO;
1444;RT @CommuterBoston: ACCIDENT: I-90 (Mass Pike) East before Newton/Watertown (Exit #17) - 2-car accident - left lane blocked;YES
1445;ACCIDENT: I-90 (Mass Pike) West after RT-128/I-95 (Exit #14) - involving a truck and a car;YES
1446;RT @CommuterBoston: ACCIDENT: I-90 (Mass Pike) West after RT-128/I-95 (Exit #14) - involving a truck and a car;YES
1447;Schedule a 15-Minute Break Before You Burn Out http://t.co/m9pfzITLEL;NO;
1448;RT @HarvardBiz: Schedule a 15-Minute Break Before You Burn Out http://t.co/m9pfzITLEL;NO;
1449;@roadrocket13 Hello! Can you tell us which Red Line car # you''re on?;NO;
1450;@Normile10 Thank you for the report. Forwarded to district Highway.;NO;
1451;I''m glad I have car bros who can tell me when I could probably easily fix a car thing myself.;NO;
1452;@MBTA: @roadrocket13 Hello! Can you tell us which Red Line car # you''re on? 1618 pulling into mgh;NO;
1453;I... I wish I could kill...Like dolphins... dolphins can kill;NO;
1454;ACCIDENT: I-95 North near Thurbers Av (Exit #18) - left lane blocked;YES
1455;RT @CommuterBoston: ACCIDENT: I-95 North near Thurbers Av (Exit #18) - left lane blocked;YES
1456;No @CMWatertown today kiddies! Generator crapped the bed. Minimal cleanup time. Truck back on the road Wednesday in Waltham!;NO;
1457;Sound advice. “@HarvardBiz: Schedule a 15-Minute Break Before You Burn Out http://t.co/MYuewLoXAa”;NO;
1458;Closed report at 123–133 Webster St http://t.co/BUKc44M9pp. Case noted. no signs in block. sign request has been submitted.;NO;
1459;Closed report at 128 Webster St http://t.co/cN7tHaeZIJ. Case noted. no signs in block. sign request has been submitted.;NO;
1460;Closed report at 123–133 Webster St http://t.co/vgn72XBxKq. Case noted. no signs in block. sign request has been submitted.;NO;
1461;Fire Department responding to a Motor Vehicle Crash on Wilmington Road at Chestnut.;YES
1462;--Boston Vactor Truck - Jet Truck Laborer/operator (Billerica) http://t.co/JgsUZZ9pco;NO;
1463;P5/A18 en route to a reported cardiac arrest at the 700 block of Truman Pkwy, Hyde Park with CPR in progress (EMS 7).;YES
1464;RT @BEMSincidents: P5/A18 en route to a reported cardiac arrest at the 700 block of Truman Pkwy, Hyde Park with CPR in progress (EMS 7).;YES
1465;Opened report via iPhone at 883 Harrison Ave http://t.co/UpzutEK7EP. Moving truck hit trees and damaged branches. branches broken and dow...;YES
1466;RT @burlingtonpd: #TrafficAlert MV Crash on Wilmington Rd Near Chestnut Ave. Officers On Scene.;YES
1467;# Michael Kors reports soaring sales in quarterly earnings report, with total revenue up 43% - @CNBCWorld http://t.co/1OcftR7t3A;NO;
1468;# Selena Gomez miała stłuczkę! Obwinia paparazzich! - Selena Gomez (22 l.) wjechała w inne auto na par... http://t.co/tZKxOQX0H9;NO;
1469;Opened report via iPhone at N42.34 E71.06 http://t.co/6jdhaaTVqN. Fire hydrant running.;NO;
1470;RT @healthmap: In 1981, @CDC reported on men with a rare infection, which later turned to be this virus. What is it? #MysteryMonday  http:/…;NO;
1471;Got into road rage on the way to work, pulled into work and the same car was in the parking lot.. Turns out I work with her. Happy Monday!;NO;
1472;The tiny boy is just one of  100s of burn victims and those wounded by Israeli shell fire http://t.co/jqimjYcnEV;YES
1473;2 Dead After Pileups On Snowy Ohio Turnpike;YES
1474;@GI_Research checked my junk mail- didn''t receive the report yet others have?;NO;
1475;No kids should die in Palestine. No kids should die anywhere. - wobbly guy yelling over and over in line at Dunkin Donuts just now;NO;
1476;Hate golf shots that are struck so well but decide to leak...and leak...and cost me a stroke;NO;
1477;RT @morrissinger: Sound advice. “@HarvardBiz: Schedule a 15-Minute Break Before You Burn Out http://t.co/MYuewLoXAa”;NO;
1478;YES, THEY DESERVED TO DIE AND I HOPE THEY BURN IN HELL!!!!;NO;
1479;RT @Stillyry: @BostonDotCom: A 6-year-old boy is safe after driving his toy vehicle onto a New York City highway:   http://t.co/ZJwEXB9O0A…;YES
1480;Knowing that Sting did the Sting wearing a Sting mask thing in WCW has changed my whole worldhttps://t.co/K7E5Hpt36m;NO;
1481;Join the National Night out in Foss Park on August 5th from 5-8pm. Police and Fire Department demonstrations and... http://t.co/bt02G9hgU8;NO;
1482;RT @SvilleSchools: Join the National Night out in Foss Park on August 5th from 5-8pm. Police and Fire Department demonstrations and... http…;NO;
1483;@Active_Design = increased function. Burn calories, not electricity. #MoveTheBody Make Stairs More Attractive http://t.co/FXZamI05gp;NO;
1484;Marion Barry hospitalized after auto accident, blames hypoglycemia (not his cocaine habit).;YES
1485;The auto industry is in hot water for delayed recalls recently. Do you think auto executives should face harsher... http://t.co/PLxvHab53E;NO;
1486;@alexandernemec RE #RMV road test, correct. The prepaid fee is not lost. $35 fee assessed only if you cancel within 72 hours of road test.;NO;
1487;Comedian Rich Ceisler dead...d-e-d...dead. (@RadioBDC);NO;
1488;@TaylorDrosdik yes bitch you should know your t-dog but let''s blaze me you bri Shannon anyone else who wants to blaze to;NO;
1489;RT @KaylaCancel18: @TaylorDrosdik yes bitch you should know your t-dog but let''s blaze me you bri Shannon anyone else who wants to blaze to;NO;
1490;Cover of @nytimes mag this weekend, if you missed it. The Kids Who Beat Autism http://t.co/hEou0dyOop How might @techreview cover this?;NO;
1491;Ahoy Maties! Head to the Antique & Classic Boat Festival August 23-24 at Brewer Hawthorne Cover Marina in Salem. http://t.co/beqKOgfXyE;NO;
1492;Opened report via iPhone at 133-135 Charles St http://t.co/q7nXqjeHEF. Stupid garden fence prevents passenger side car doors from opening...;NO;
1493;Still...no thanks. >> Smart car faces off with S-class in a crash test http://t.co/dAe06GqaRa;NO;
1494;RT @NorBella: Want to cut your gas budget? Use @CumberlandFarms #SmartPay & enter to win FREE gas for a year! http://t.co/dIzThE2Lem;NO;
1495;Aku tak buat report tau cite die skrg nih;NO;
1496;A boy died from that fire challenge that''s crazy;YES
1497;Opened Graffiti report via Android at 63 Louis Prang St Boston http://t.co/OrBcF166zj. On gray box.;NO;
1498;RT @nightafternight: No kids should die in Palestine. No kids should die anywhere. - wobbly guy yelling over and over in line at Dunkin D…;NO;
1499;RT @HenrySantoro: Comedian Rich Ceisler dead...d-e-d...dead. (@RadioBDC);NO;
1500;Humanity: what''s that? Oh yes we''ll collected money for the dead people. But U won''t speak up before they die. Irony!🎆;NO;
1501;RT @whereBOSTON: Ahoy Maties! Head to the Antique & Classic Boat Festival August 23-24 at Brewer Hawthorne Cover Marina in Salem. http://t.…;NO;
1502;Of course I cause a car battery to die.;NO;
1503;Here''s something you don''t want to miss. Police vs. fire in a softball game tomorrow. Details here: http://t.co/magwHE5dj1;NO;
1504;Arcade Fire Cover ''Beverly Hills Cop'' Theme in Los Angeles: Arcade Fire debuted another unlikely cover tune du... http://t.co/tGV8ElUeyu;NO;
1505;#Boston #News Police Looking For Suspects In Shootings At Randolph House Party: RANDOLPH (CBS) – Police are se... http://t.co/kxiPK2DdhC;YES
1506;RT @abbiebgreen: @Active_Design = increased function. Burn calories, not electricity. #MoveTheBody Make Stairs More Attractive http://t.c…;NO;
1507;Hahahahahahaha kill kill kill kill kill, hahahahahahaha kill kill kill kill......;NO;
1508;RT @NECN: Police say a Conn. man fell asleep drunk as smoke from burning food filled the air while his 5 year old was home http://t.co/gvvq…;YES
1509;@CNN @john_walsh Being dead is the best way to escape from justice..of course you need to be dead to be successful at it...;NO;
1510;Two die, 20 hospitalized at Maryland''s Mad Decent Block Party festival comes to Boston this Sunday - Vanyaland http://t.co/R8k6eWu7Bj;NO;
1511;Shout out to the gas station workers who fucked with my car when they inspected it and are now trying to make me pay for it. People suck.;NO;
1512;Police Looking For Suspects In Shootings At Randolph House Party: RANDOLPH (CBS) – Police are searching for... http://t.co/gKmOLrlvhE;YES
1513;Car Crashes Into Boston Fire Station -  Two Seriously Injured: According to a recent story in the Boston Heral... http://t.co/Nzdg2anvUt;YES
1514;As if my car wasn''t a dead giveaway that I''m home, I''m hiding from the people tryna sell things at my door while the tv is blaring #Oops;NO;
1515;@QasimZayn @TwitchyTeam # YOU ARE NAZI LOVING SCUM # YOU ARE A POMPOUS ASS AND A DOG GO TO HELL WITH YOUR THOUGHTS HAMAS USED CHILDREN U DOG;NO;
1516;RT @sherilynreedus: R.I.P to everyone that died in the tragic plane crash in #Ukraine today. Sometimes the world is so cruel.;YES
1517;It''s Nat''l #farmersmarketweek! MA has 6th highest # of farmers markets & is in the top 10 for biggest increase in # of farmers markets.;NO;
1518;Ever Want A Sports Car With Matching Boat & Motorcycle? http://t.co/fqY1xHi0uy;NO;
1519;Chicken on the Road WILL BE BACK TOMORROW! Come check out the food truck that will be parked out side and tell... http://t.co/qWqN2BT3Pg;NO;
1520;@ARevFTW take a ferry boat hostage then we''ll talk;NO;
1521;Coral Miles Away From 2010 BP Oil Spill Still Shows Damage: Four years after a BP oil rig exploded and flooded... http://t.co/njqkeEQMJS;YES
1522;.@AntiqueRecords released a shirt to help @SlddngWthTgrs recover from a recent car accident. Please show your support http://t.co/9Iix6T78Oq;YES
1523;Want to save $179 a year in fuel costs? Get a car with a Stop-Start system http://t.co/htWjHKHH9b;NO;
1524;Wherever there''s smoke there''s fire;NO;
1525;US plug-in electric car sales rose in July, though they still make up for a tiny part of the auto market: http://t.co/RdB7kQ6Rk2;NO;
1526;@zainabkhawaja92 Haha, car trips are always funny. They try to explore all corners of the car. This one''s mine. http://t.co/NZRytY8FtG;NO;
1527;RT @csmonitor: US plug-in electric car sales rose in July, though they still make up for a tiny part of the auto market: http://t.co/RdB7kQ…;NO;
